X/X,0:0,sentence(,link,LINK,URL)(,modal,MODAL,#modalX)

2/5 1:34,カルーセルを時間でスライドするようにしました
2/6 9:15,今日は 2・4・5 限が,red,テスト,です。通知設定を見直しましょう
2/7 12:8,今日は 3・4 限が,red,テスト,です。後期ラスト頑張りましょう！
2/17 10:24,",2/19,実習カリキュラム説明会" は 新2年生 参加必須なので忘れずに参加しましょう
3/17 4:15,link,リクエスト,#enquete,フォームが使用可能になりました
3/19 1:5, 履修登録期間 です。忘れずに行いましょう
3/26 15:53,link,科目調査,#enquete,アンケート への回答をお願いします
3/30 23:32,link,名刺の作り方(Word),#useful,を掲載しました
4/5 18:38,まだ設定できていない出席については,link,出席URL入力,#enquete,で送信して頂ければ反映できます
4/6 4:22,modal,時間割,#modalAI,を掲載しました
4/8 12:10,授業開始時刻の 10分前 に自動でリロードするようにしました
4/11 16:8,課題欄にチェックボックスを配置しました。先に,modal,ログイン,#modalLogin,することで情報を保存できます
4/16 13:46,地域共創の出席カードに,modal,教室一覧,#modalPractice,を掲載しました
4/27 0:49,link,アンケート,#enquete,が送信出来ない不具合を解消（ログインしないと送信できないように）しました
4/27 0:51,課題欄のチェックボックスを押すとグレーアウトするようにしました
4/27 23:27,自動 URL 読み込み に 英語、実習のオプションをつけました。細かい要望等あれば,link,アンケート,#enquete,にお願いします
5/2 23:44,modal,ログイン,#modalLogin,機能に "5分前に自動で出席URLを開く" オプションを追加しました。"オン"にすることで利用できます
5/3 14:56,確率統計論の,link,ノート提出,#nav-assignment-tab,は,red,5/8,までなので気を付けましょう
5/3 17:48,お知らせ (これ) を上下スクロール可能にしました
5/5 1:16,日程に,link,イベント,#nav-event-tab,欄を追加しました
5/6 15:30,FMSのコード編成を大幅に変更しました。よかったら fms.js ファイルを見てみて下さい
5/10 13:5,本日は,red,火曜授業,なので気を付けましょう
5/15 1:41,英語の,link,単語テスト,#test,を追加しました。
5/15 2:25,modal,ログイン,#modalLogin,機能の 5 分前に自動で出席 URL を開く オプションが自動的に,red,オフ,になってしまう不具合を解消しました。再度確認された場合は言ってください
5/15 9:17,自動で出席 URL を開く オプションは基本的にChromeに ,red,ポップアップブロック, されるので "許可" してください
